district,chamber,indicator,value,topic,type,format,pad,id
State House District 4,House,"Under 18, poverty status known",4817,Income by age: children,table,",",004,620L500US09004
State House District 5,House,"Under 18, poverty status known",5992,Income by age: children,table,",",005,620L500US09005
State House District 6,House,"Under 18, poverty status known",6144,Income by age: children,table,",",006,620L500US09006
State House District 7,House,"Under 18, poverty status known",5656,Income by age: children,table,",",007,620L500US09007
State House District 8,House,"Under 18, poverty status known",4715,Income by age: children,table,",",008,620L500US09008
State House District 9,House,"Under 18, poverty status known",5833,Income by age: children,table,",",009,620L500US09009
State House District 10,House,"Under 18, poverty status known",5103,Income by age: children,table,",",010,620L500US09010
State House District 11,House,"Under 18, poverty status known",5134,Income by age: children,table,",",011,620L500US09011
State House District 12,House,"Under 18, poverty status known",5161,Income by age: children,table,",",012,620L500US09012
State House District 13,House,"Under 18, poverty status known",5392,Income by age: children,table,",",013,620L500US09013
State House District 14,House,"Under 18, poverty status known",5287,Income by age: children,table,",",014,620L500US09014
State House District 15,House,"Under 18, poverty status known",3262,Income by age: children,table,",",015,620L500US09015
State House District 16,House,"Under 18, poverty status known",5832,Income by age: children,table,",",016,620L500US09016
State House District 17,House,"Under 18, poverty status known",5625,Income by age: children,table,",",017,620L500US09017
State House District 18,House,"Under 18, poverty status known",4650,Income by age: children,table,",",018,620L500US09018
State House District 19,House,"Under 18, poverty status known",6090,Income by age: children,table,",",019,620L500US09019
State House District 20,House,"Under 18, poverty status known",4656,Income by age: children,table,",",020,620L500US09020
State House District 21,House,"Under 18, poverty status known",5021,Income by age: children,table,",",021,620L500US09021
State House District 22,House,"Under 18, poverty status known",4831,Income by age: children,table,",",022,620L500US09022
State House District 23,House,"Under 18, poverty status known",4241,Income by age: children,table,",",023,620L500US09023
State House District 24,House,"Under 18, poverty status known",4876,Income by age: children,table,",",024,620L500US09024
State House District 25,House,"Under 18, poverty status known",6594,Income by age: children,table,",",025,620L500US09025
State House District 26,House,"Under 18, poverty status known",4318,Income by age: children,table,",",026,620L500US09026
State House District 27,House,"Under 18, poverty status known",4482,Income by age: children,table,",",027,620L500US09027
State House District 28,House,"Under 18, poverty status known",4662,Income by age: children,table,",",028,620L500US09028
State House District 29,House,"Under 18, poverty status known",4512,Income by age: children,table,",",029,620L500US09029
State House District 30,House,"Under 18, poverty status known",5406,Income by age: children,table,",",030,620L500US09030
State House District 31,House,"Under 18, poverty status known",6025,Income by age: children,table,",",031,620L500US09031
State House District 32,House,"Under 18, poverty status known",4669,Income by age: children,table,",",032,620L500US09032
State House District 33,House,"Under 18, poverty status known",3776,Income by age: children,table,",",033,620L500US09033
State House District 34,House,"Under 18, poverty status known",5057,Income by age: children,table,",",034,620L500US09034
State House District 35,House,"Under 18, poverty status known",4472,Income by age: children,table,",",035,620L500US09035
State House District 36,House,"Under 18, poverty status known",4488,Income by age: children,table,",",036,620L500US09036
State House District 37,House,"Under 18, poverty status known",4394,Income by age: children,table,",",037,620L500US09037
State House District 38,House,"Under 18, poverty status known",4426,Income by age: children,table,",",038,620L500US09038
State House District 39,House,"Under 18, poverty status known",4580,Income by age: children,table,",",039,620L500US09039
State House District 40,House,"Under 18, poverty status known",5069,Income by age: children,table,",",040,620L500US09040
State House District 41,House,"Under 18, poverty status known",3774,Income by age: children,table,",",041,620L500US09041
State House District 42,House,"Under 18, poverty status known",4535,Income by age: children,table,",",042,620L500US09042
State House District 43,House,"Under 18, poverty status known",4482,Income by age: children,table,",",043,620L500US09043
State House District 44,House,"Under 18, poverty status known",5139,Income by age: children,table,",",044,620L500US09044
State House District 45,House,"Under 18, poverty status known",4976,Income by age: children,table,",",045,620L500US09045
State House District 46,House,"Under 18, poverty status known",5617,Income by age: children,table,",",046,620L500US09046
State House District 47,House,"Under 18, poverty status known",5039,Income by age: children,table,",",047,620L500US09047
State House District 48,House,"Under 18, poverty status known",5244,Income by age: children,table,",",048,620L500US09048
State House District 49,House,"Under 18, poverty status known",4490,Income by age: children,table,",",049,620L500US09049
State House District 50,House,"Under 18, poverty status known",4622,Income by age: children,table,",",050,620L500US09050
State House District 51,House,"Under 18, poverty status known",4686,Income by age: children,table,",",051,620L500US09051
State House District 52,House,"Under 18, poverty status known",4451,Income by age: children,table,",",052,620L500US09052
State House District 53,House,"Under 18, poverty status known",5147,Income by age: children,table,",",053,620L500US09053
State House District 54,House,"Under 18, poverty status known",1409,Income by age: children,table,",",054,620L500US09054
State House District 55,House,"Under 18, poverty status known",5392,Income by age: children,table,",",055,620L500US09055
State House District 56,House,"Under 18, poverty status known",4137,Income by age: children,table,",",056,620L500US09056
State House District 57,House,"Under 18, poverty status known",5497,Income by age: children,table,",",057,620L500US09057
State House District 58,House,"Under 18, poverty status known",4686,Income by age: children,table,",",058,620L500US09058
State House District 59,House,"Under 18, poverty status known",3795,Income by age: children,table,",",059,620L500US09059
State House District 60,House,"Under 18, poverty status known",4137,Income by age: children,table,",",060,620L500US09060
State House District 61,House,"Under 18, poverty status known",4628,Income by age: children,table,",",061,620L500US09061
State House District 62,House,"Under 18, poverty status known",5620,Income by age: children,table,",",062,620L500US09062
State House District 63,House,"Under 18, poverty status known",3969,Income by age: children,table,",",063,620L500US09063
State House District 64,House,"Under 18, poverty status known",3551,Income by age: children,table,",",064,620L500US09064
State House District 65,House,"Under 18, poverty status known",4316,Income by age: children,table,",",065,620L500US09065
State House District 66,House,"Under 18, poverty status known",4574,Income by age: children,table,",",066,620L500US09066
State House District 67,House,"Under 18, poverty status known",4625,Income by age: children,table,",",067,620L500US09067
State House District 68,House,"Under 18, poverty status known",4749,Income by age: children,table,",",068,620L500US09068
State House District 69,House,"Under 18, poverty status known",4376,Income by age: children,table,",",069,620L500US09069
State House District 70,House,"Under 18, poverty status known",4940,Income by age: children,table,",",070,620L500US09070
State House District 71,House,"Under 18, poverty status known",5042,Income by age: children,table,",",071,620L500US09071
State House District 72,House,"Under 18, poverty status known",6380,Income by age: children,table,",",072,620L500US09072
State House District 73,House,"Under 18, poverty status known",6639,Income by age: children,table,",",073,620L500US09073
State House District 74,House,"Under 18, poverty status known",5906,Income by age: children,table,",",074,620L500US09074
State House District 75,House,"Under 18, poverty status known",5522,Income by age: children,table,",",075,620L500US09075
State House District 76,House,"Under 18, poverty status known",5254,Income by age: children,table,",",076,620L500US09076
State House District 77,House,"Under 18, poverty status known",4846,Income by age: children,table,",",077,620L500US09077
State House District 78,House,"Under 18, poverty status known",4892,Income by age: children,table,",",078,620L500US09078
State House District 79,House,"Under 18, poverty status known",4716,Income by age: children,table,",",079,620L500US09079
State House District 80,House,"Under 18, poverty status known",4688,Income by age: children,table,",",080,620L500US09080
State House District 81,House,"Under 18, poverty status known",4508,Income by age: children,table,",",081,620L500US09081
State House District 82,House,"Under 18, poverty status known",3719,Income by age: children,table,",",082,620L500US09082
State House District 83,House,"Under 18, poverty status known",4922,Income by age: children,table,",",083,620L500US09083
State House District 84,House,"Under 18, poverty status known",4745,Income by age: children,table,",",084,620L500US09084
